ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
110,Asia,India,Bangalore,49.2759,92.6224,reading,"Experience the joy of reading in Bangalore, India, surrounded by supportive mentors and local tradition.",Crafts,Easy,Tier 1,1,Indoor,1,1 hour,$,Weekly,"book, lamp, chair"
111,Africa,South Africa,Durban,3.9909,-25.6196,tech station,"Experience the joy of tech station in Durban, South Africa, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Indoor,1,1 hour,$$$,Monthly,"soldering iron, circuit board, multimeter"
112,Africa,South Africa,Cape Town,17.5023,0.263,DIY home,"In Cape Town, South Africa, participants can explore DIY home through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Outdoor,3,Half day,$,Monthly,"notebook, pen, phone"
113,Americas,Mexico,Mexico City,-29.4355,5.8154,homegrown food,"Homegrown food sessions in Mexico City, Mexico, offer creativity, culture, and community learning.",Automotive,Intermediate,Tier 2,2,Outdoor,3,Half day,$,Weekly,"gloves, planter, seeds"
114,Africa,Kenya,Kisumu,57.0135,-106.6694,metal crafting,"Metal crafting sessions in Kisumu, Kenya, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Outdoor,5,2 hours,$$,Monthly,"forge, tongs, grinder"
115,Oceania,Australia,Brisbane,45.4401,92.7571,DIY home,"In Brisbane, Australia, participants can explore DIY home through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Indoor,1,2 hours,$$$,Weekly,"paintbrush, apron, fabric scraps"
116,Oceania,New Zealand,Wellington,59.5783,11.0229,jewelry making,"Jewelry making sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Outdoor,2,2 hours,$,Weekly,"pliers, wire, beads"
117,Europe,Spain,Madrid,34.1984,-59.6146,memory journaling,"Experience the joy of memory journaling in Madrid, Spain, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Outdoor,1,30 min,$,Daily,"diary, pen, color markers"
118,Oceania,New Zealand,Wellington,-2.9653,49.1427,ceramic sculpting,"In Wellington, New Zealand, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Outdoor,3,1 hour,$,Seasonal,"kiln, ceramic tools, glaze"
119,Europe,Italy,Milan,40.9128,80.6437,leather stitching,"Leather stitching sessions in Milan, Italy, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Indoor,5,2 hours,$,Monthly,"punch, awl, stitching kit"
120,Americas,Mexico,Mexico City,31.7607,52.9093,local exploration,"In Mexico City, Mexico, participants can explore local exploration through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,2,Half day,$$,Daily,"camera, map, backpack"
121,Africa,Kenya,Nairobi,-15.766,114.1514,pottery,"Experience the joy of pottery in Nairobi, Kenya, surrounded by supportive mentors and local tradition.",Crafts,Easy,Tier 1,1,Indoor,3,Half day,$$$,Daily,"clay, wheel, apron"
122,Americas,Argentina,Buenos Aires,15.7719,114.5149,bag making,"In Buenos Aires, Argentina, participants can explore bag making through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,5,1 hour,$,Seasonal,"needle, thread, fabric"
123,Africa,South Africa,Cape Town,-9.5172,-59.4831,homegrown food,"Homegrown food sessions in Cape Town, South Africa, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Indoor,2,1 hour,$$,Seasonal,"gloves, planter, seeds"
124,Americas,Mexico,Monterrey,36.4482,-108.4909,jewelry making,"Jewelry making sessions in Monterrey, Mexico, offer creativity, culture, and community learning.",Food,Advanced,Tier 3,3,Indoor,1,1 hour,$,Monthly,"pliers, wire, beads"
125,Oceania,New Zealand,Auckland,22.8189,93.321,goal making/tracking,"Goal making/tracking sessions in Auckland, New Zealand, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Outdoor,5,1 hour,$$,Daily,"planner, sticky notes, markers"
126,Europe,Germany,Berlin,47.9504,119.3196,pottery,"In Berlin, Germany, participants can explore pottery through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Outdoor,1,30 min,$,Seasonal,"clay, wheel, apron"
127,Asia,Japan,Tokyo,4.3576,37.7541,decluttering,"Decluttering sessions in Tokyo, Japan, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Outdoor,5,1 hour,$,Monthly,"paintbrush, apron, fabric scraps"
128,Asia,Japan,Tokyo,13.4974,-45.6004,vehicle detailing,"Vehicle detailing sessions in Tokyo, Japan, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Outdoor,5,Half day,$,Daily,"toolbox, tape measure, gloves"
129,Asia,China,Beijing,-2.7557,-116.4674,site seeing,"In Beijing, China, participants can explore site seeing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Indoor,1,2 hours,$,Seasonal,"map, water bottle, camera"
130,Africa,South Africa,Johannesburg,9.6699,142.5812,ceramic sculpting,"In Johannesburg, South Africa, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Indoor,5,2 hours,$,Weekly,"kiln, ceramic tools, glaze"
131,Americas,Mexico,Guadalajara,37.7081,49.6026,car cleaning,"Car cleaning sessions in Guadalajara, Mexico, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Indoor,3,30 min,$$,Weekly,"wax, sponge, bucket"
132,Africa,Kenya,Mombasa,-12.5428,12.4343,bead design,"In Mombasa, Kenya, participants can explore bead design through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Automotive,Intermediate,Tier 2,2,Outdoor,3,Half day,$,Seasonal,"string, needle, clips"
133,Europe,UK,Manchester,-28.0313,104.6053,architecture admiration,"Architecture admiration sessions in Manchester, UK, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Outdoor,4,30 min,$$$,Daily,"camera, sketchbook, measure tape"
134,Asia,China,Guangzhou,9.167,118.9919,architecture admiration,"Experience the joy of architecture admiration in Guangzhou, China, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,1,Half day,$$$,Monthly,"camera, sketchbook, measure tape"
135,Europe,UK,Edinburgh,10.5521,145.4286,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Edinburgh, UK, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,2,30 min,$,Daily,"mirror, hairdryer, comb"
136,Americas,Mexico,Monterrey,-21.6046,-108.6039,tech station,"Experience the joy of tech station in Monterrey, Mexico, surrounded by supportive mentors and local tradition.",Crafts,Advanced,Tier 3,3,Outdoor,2,2 hours,$$$,Monthly,"soldering iron, circuit board, multimeter"
137,Asia,Japan,Sapporo,9.757,-59.6191,memory journaling,"Memory journaling sessions in Sapporo, Japan, offer creativity, culture, and community learning.",Food,Easy,Tier 1,1,Outdoor,5,Half day,$$,Monthly,"diary, pen, color markers"
138,Africa,Kenya,Kisumu,-11.1949,138.2781,leather stitching,"Leather stitching sessions in Kisumu, Kenya, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,1,1 hour,$,Daily,"punch, awl, stitching kit"
139,Americas,Brazil,Recife,30.0193,124.8671,car maintenance,"In Recife, Brazil, participants can explore car maintenance through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Technology,Intermediate,Tier 2,2,Outdoor,4,1 hour,$,Weekly,"wax, sponge, bucket"
140,Americas,Brazil,São Paulo,-9.2258,77.6006,interior organization,"Experience the joy of interior organization in São Paulo, Brazil, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Outdoor,1,30 min,$$,Seasonal,"paintbrush, apron, fabric scraps"
141,Americas,USA,Portland,-22.6325,64.3933,ceramic sculpting,"In Portland, USA, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,1,1 hour,$,Weekly,"kiln, ceramic tools, glaze"
142,Americas,USA,San Francisco,23.5433,-94.7039,car maintenance,"Experience the joy of car maintenance in San Francisco, USA, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Indoor,2,30 min,$,Weekly,"wax, sponge, bucket"
143,Oceania,Australia,Adelaide,16.4401,39.9886,folk dance,"Folk dance sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Indoor,4,2 hours,$,Daily,"music player, dance shoes, mirrors"
144,Americas,Canada,Vancouver,56.2493,-49.8787,leather stitching,"Experience the joy of leather stitching in Vancouver, Canada, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Outdoor,2,Half day,$,Weekly,"punch, awl, stitching kit"
145,Americas,USA,New York,-17.5508,-100.0917,personal planning,"Experience the joy of personal planning in New York, USA, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Outdoor,5,Half day,$,Daily,"camera, map, backpack"
146,Europe,Italy,Florence,-11.5871,-86.9827,room by room,"Room by room sessions in Florence, Italy, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,3,1 hour,$$$,Daily,"organizer, baskets, storage box"
147,Asia,Turkey,Izmir,-6.424,-71.206,book club,"Book club sessions in Izmir, Turkey, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Indoor,2,1 hour,$,Daily,"notebook, pen, reading glasses"
148,Oceania,New Zealand,Wellington,-11.3756,81.0995,bead design,"Experience the joy of bead design in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,3,1 hour,$,Seasonal,"string, needle, clips"
149,Africa,South Africa,Pretoria,1.8685,87.954,self-care tutorial,"Experience the joy of self-care tutorial in Pretoria, South Africa, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,3,30 min,$$,Daily,"wax, sponge, bucket"
150,Asia,Japan,Sapporo,-16.1984,39.0821,urban gardening,"In Sapporo, Japan, participants can explore urban gardening through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Indoor,1,2 hours,$,Seasonal,"watering can, soil, spade"
151,Asia,India,Chennai,-40.1762,27.386,dancing,"Experience the joy of dancing in Chennai, India, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Outdoor,1,2 hours,$,Weekly,"toolbox, tape measure, gloves"
152,Oceania,New Zealand,Christchurch,8.8277,148.2579,DIY car,"Diy car sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Food,Advanced,Tier 3,3,Indoor,3,1 hour,$$$,Daily,"wax, sponge, bucket"
153,Europe,Spain,Barcelona,16.8165,-81.9961,tech station,"Experience the joy of tech station in Barcelona, Spain, surrounded by supportive mentors and local tradition.",Crafts,Advanced,Tier 3,3,Outdoor,3,30 min,$$,Seasonal,"soldering iron, circuit board, multimeter"
154,Americas,Argentina,Rosario,37.9807,-50.8448,book club,"Book club sessions in Rosario, Argentina, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Outdoor,1,30 min,$,Monthly,"notebook, pen, reading glasses"
155,Oceania,New Zealand,Christchurch,12.4099,90.6426,book club,"In Christchurch, New Zealand, participants can explore book club through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Culture,Intermediate,Tier 2,2,Outdoor,3,30 min,$$,Seasonal,"notebook, pen, reading glasses"
156,Americas,Brazil,Rio de Janeiro,-3.9751,-54.6488,self-care tutorial,"Self-care tutorial sessions in Rio de Janeiro, Brazil, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Outdoor,1,1 hour,$,Seasonal,"wax, sponge, bucket"
157,Americas,Canada,Calgary,-6.7303,75.3121,site seeing,"In Calgary, Canada, participants can explore site seeing through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Outdoor,3,Half day,$,Seasonal,"map, water bottle, camera"
158,Oceania,Australia,Brisbane,58.8076,69.6657,painting,"Experience the joy of painting in Brisbane, Australia, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Outdoor,3,2 hours,$$,Weekly,"easel, acrylics, palette"
159,Americas,USA,Portland,36.3728,20.4051,building photography,"Building photography sessions in Portland, USA, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Indoor,5,2 hours,$,Monthly,"camera, tripod, lens"
160,Africa,Kenya,Kisumu,-24.2835,84.6116,decluttering,"Decluttering sessions in Kisumu, Kenya, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Outdoor,4,2 hours,$$,Weekly,"paintbrush, apron, fabric scraps"
161,Oceania,New Zealand,Wellington,-5.2793,-4.635,arts and crafts,"Arts and crafts sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,3,2 hours,$,Daily,"canvas, paint, brush set"
162,Oceania,New Zealand,Auckland,1.7758,70.5179,folk dance,"Experience the joy of folk dance in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,4,30 min,$$,Monthly,"music player, dance shoes, mirrors"
163,Africa,Kenya,Nairobi,-23.1024,27.5251,urban gardening,"Urban gardening sessions in Nairobi, Kenya, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Indoor,2,30 min,$,Seasonal,"watering can, soil, spade"
164,Oceania,Australia,Perth,42.0271,17.3968,ceramic sculpting,"Experience the joy of ceramic sculpting in Perth, Australia, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Outdoor,1,30 min,$$,Weekly,"kiln, ceramic tools, glaze"
165,Oceania,New Zealand,Wellington,54.4541,136.4517,DIY home,"Diy home sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Wellness,Easy,Tier 1,1,Outdoor,4,2 hours,$$,Daily,"paintbrush, apron, fabric scraps"
166,Americas,USA,Denver,-5.6276,138.557,electronics tinkering,"Experience the joy of electronics tinkering in Denver, USA, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,5,1 hour,$$,Weekly,"breadboard, USB cable, resistors"
167,Europe,Italy,Venice,14.6986,95.6282,painting,"Painting sessions in Venice, Italy, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Indoor,2,30 min,$$,Monthly,"easel, acrylics, palette"
168,Asia,India,Jaipur,14.1581,92.4995,knife making,"In Jaipur, India, participants can explore knife making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,5,Half day,$$,Daily,"steel, anvil, hammer"
169,Americas,Argentina,Córdoba,-1.7806,-53.0965,room by room,"In Córdoba, Argentina, participants can explore room by room through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Outdoor,1,2 hours,$$,Daily,"organizer, baskets, storage box"
170,Africa,South Africa,Cape Town,30.9142,-50.4248,dancing,"In Cape Town, South Africa, participants can explore dancing through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Lifestyle,Easy,Tier 1,1,Indoor,5,Half day,$$$,Daily,"paintbrush, apron, fabric scraps"
171,Europe,Spain,Valencia,29.236,-100.1527,room by room,"Room by room sessions in Valencia, Spain, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Outdoor,2,2 hours,$,Monthly,"organizer, baskets, storage box"
172,Europe,Italy,Rome,-5.4495,120.6757,urban gardening,"Urban gardening sessions in Rome, Italy, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,5,30 min,$,Daily,"watering can, soil, spade"
