activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
4-8 Cadence Decompression - Protocol #61,Extended exhale pattern engineered for immediate nervous system down-regulation.,1. Inhale nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Exhale slowly and completely through mouth for 8 seconds.,,,,,,,,,,,,,,,,,
,,3. Pause 1 second at the bottom.,,,,,,,,,,,,,,,,,
,,4. Repeat cycle for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #62,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #63),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #64),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Technical Synthesis Reading (Drill #65),Structured 5-minute active reading and comprehension exercise focused on technical synthesis reading.,1. Select a brief passage focused on technical synthesis reading.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Resonant Box Breath - Protocol #66,A balanced 4-4-4-4 rhythm to soothe the central nervous system.,1. Inhale through nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Hold breath for 4 seconds.,,,,,,,,,,,,,,,,,
,,3. Exhale through mouth for 4 seconds.,,,,,,,,,,,,,,,,,
,,4. Hold empty for 4 seconds. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Sun Channel Activation - Protocol #67,Right nostril breath control to spark focus and metabolic energy.,1. Block left nostril gently with ring finger.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,4. Maintain rhythmic right-channel breathing for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #68),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Wrist & Forearm Tension Release (Variation #69),Stretches wrist flexors and extensors for keyboard users.,"1. Extend right arm forward, palm up.",Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Pull fingers down with left hand gently for 30s.,,,,,,,,,,,,,,,,,
,,"3. Flip palm down, pull hand back toward wrist for 30s.",,,,,,,,,,,,,,,,,
,,4. Swap sides and repeat cycles for 5 minutes.,,,,,,,,,,,,,,,,,
Technical Synthesis Reading (Drill #70),Structured 5-minute active reading and comprehension exercise focused on technical synthesis reading.,1. Select a brief passage focused on technical synthesis reading.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
4-8 Cadence Decompression - Protocol #71,Extended exhale pattern engineered for immediate nervous system down-regulation.,1. Inhale nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Exhale slowly and completely through mouth for 8 seconds.,,,,,,,,,,,,,,,,,
,,3. Pause 1 second at the bottom.,,,,,,,,,,,,,,,,,
,,4. Repeat cycle for 5 minutes.,,,,,,,,,,,,,,,,,
Sun Channel Activation - Protocol #72,Right nostril breath control to spark focus and metabolic energy.,1. Block left nostril gently with ring finger.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,4. Maintain rhythmic right-channel breathing for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #73),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #74),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Psychology Insight Parsing (Drill #75),Structured 5-minute active reading and comprehension exercise focused on psychology insight parsing.,1. Select a brief passage focused on psychology insight parsing.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
4-8 Cadence Decompression - Protocol #76,Extended exhale pattern engineered for immediate nervous system down-regulation.,1. Inhale nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Exhale slowly and completely through mouth for 8 seconds.,,,,,,,,,,,,,,,,,
,,3. Pause 1 second at the bottom.,,,,,,,,,,,,,,,,,
,,4. Repeat cycle for 5 minutes.,,,,,,,,,,,,,,,,,
Segmented Morning Inhale - Protocol #77,Staccato three-part inhale to clear brain fog instantly.,1. Take short inhale step 1 into belly.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take short inhale step 2 into chest.,,,,,,,,,,,,,,,,,
,,3. Take short inhale step 3 into collarbones.,,,,,,,,,,,,,,,,,
,,4. Exhale smooth and unforced. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #78),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #79),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Cognitive Health Article Drill (Drill #80),Structured 5-minute active reading and comprehension exercise focused on cognitive health article drill.,1. Select a brief passage focused on cognitive health article drill.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Resonant Box Breath - Protocol #81,A balanced 4-4-4-4 rhythm to soothe the central nervous system.,1. Inhale through nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Hold breath for 4 seconds.,,,,,,,,,,,,,,,,,
,,3. Exhale through mouth for 4 seconds.,,,,,,,,,,,,,,,,,
,,4. Hold empty for 4 seconds. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #82,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #83),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #84),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
