activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Outdoor Heavy Tire Flips & Sledgehammer Conditioning,"Warm-up (5 mins): Bodyweight squats, hip hinges, shoulder dislocations using a stick or broom handle. (A large tractor/truck tire (approx. 50-100kg) and a 4-8kg sledgehammer.)",Setup: A large tractor/truck tire (approx. 50-100kg) and a 4-8kg sledgehammer.,Time-Bound,Functional Fitness,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 5 rounds of the following 3-minute block (1 min rest between rounds):,,,,,,,,,,,,,,,,,
,,"45s Tire Flips: Squat deep under tire, chest against rubber, drive up with hips, flip forward, sprint over tire.",,,,,,,,,,,,,,,,,
,,45s Sledgehammer Strikes: Overhead or diagonal swings hitting the top face of the tire (switch stance halfway).,,,,,,,,,,,,,,,,,
,,"45s Tire Decline Push-Ups: Feet elevated on tire rim, hands on ground, rapid push-ups.",,,,,,,,,,,,,,,,,
,,45s Lateral Tire Jumps: In-and-out hops over the center well of the tire.,,,,,,,,,,,,,,,,,
,,"Tip: On tire flips, lift with your hips and legs like a deadlift-never bend at the lower back or lift solely with arms.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Outdoor Slackline Core & Dynamic Balance Session,"Warm-up (5 mins): Single-leg balance holds, calf raises, core rotations. (Set up a 2-inch slackline approximately knee-height off flat ground.)",Setup: Set up a 2-inch slackline approximately knee-height off flat ground.,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,"Stationary Single-Leg Holds (4 mins): 30 seconds on right leg, 30 seconds on left leg. Focus eyes on a fixed point on the tree trunk.",,,,,,,,,,,,,,,,,
,,"Forward & Backward Traverse (8 mins): Walk across the line continuous without stepping off. Every time you drop off, do 5 jump squats before stepping back on.",,,,,,,,,,,,,,,,,
,,"Drop-Squats on the Line (4 mins): Step onto line with one foot, lower back knee down to touch the line, rise back up. Alternate legs.",,,,,,,,,,,,,,,,,
,,"Chest-to-Line Plank (4 mins): Place feet on the slackline, hands on ground; hold plank for 45 seconds, rest 15 seconds.",,,,,,,,,,,,,,,,,
,,Tip: Keep knees slightly bent and hands elevated above shoulder height to act as counterweights.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Kayak or Canoe High-Cadence Power Rounds,"Warm-up (5 mins): Easy, steady paddling focusing on smooth rotation through the obliques.",MAIN EXERCISE ROUTINE:,Time-Bound,Functional Fitness,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,Tabata Paddling (8 mins): 20 seconds maximum cadence paddle strokes / 10 seconds coasting. Repeat for 16 intervals total.,,,,,,,,,,,,,,,,,
,,Static Resistance Paddling (6 mins): Paddle hard upstream or against current without stopping for 3 minutes continuously. Turn around and paddle at double cadence downstream for 3 minutes.,,,,,,,,,,,,,,,,,
,,Sprint Finishers (6 mins): 6 x 30-second full-out drag sprints with 30-second rest intervals.,,,,,,,,,,,,,,,,,
,,Tip: Push forward with your top hand while pulling backward with your bottom hand to maximize mechanical leverage.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Full-Court Streetball Solo Speed Drills,"Warm-up (5 mins): Dynamic leg stretches, ball-handling drills (figure-8s around legs, dribble circles). (Bring a basketball.)",Setup: Bring a basketball.,Time-Bound,Functional Fitness,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,"Full-Court Layup Sprints (6 mins): Start at baseline, sprint-dribble full speed to far basket, execute layup, rebound, sprint back for layup on opposite side. Target: 10 completed layups as fast as possible.",,,,,,,,,,,,,,,,,
,,"Suicide Dribble Intervals (6 mins): Baseline to free-throw line and back, half-court and back, far free-throw line and back, far baseline and back-all while dribbling at full speed. Rest 60s. Repeat 3 times.",,,,,,,,,,,,,,,,,
,,"Defensive Slide to Corner Sprint (4 mins): Defensive slide across key, touch line, turn, sprint to corner 3-point line, plant feet, jump shot. Repeat 8 times.",,,,,,,,,,,,,,,,,
,,Free-Throw Heart Rate Test (4 mins): Shoot 10 free throws under heavy fatigue; do 5 burpees for every miss.,,,,,,,,,,,,,,,,,
,,Tip: Stay low during full-court dribbling to maintain ball control at high running speed.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Speed Disc Golf Sprint Round,"Warm-up (5 mins): Arm swings, shoulder openers, waist twists, jog to 1st tee box. (Take 1 driver disc and 1 putter disc.)",Setup: Take 1 driver disc and 1 putter disc.,Time-Bound,Sprints & Agility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,Rules: Play a 6-hole round as fast as physically possible.,,,,,,,,,,,,,,,,,
,,"Execution: Drive full-power off the tee box. The second the disc leaves your hand, sprint full speed to where it landed.",,,,,,,,,,,,,,,,,
,,Throw your approach shot or putt immediately upon reaching the disc without stopping to rest.,,,,,,,,,,,,,,,,,
,,Sprint full speed from the basket to the next tee box.,,,,,,,,,,,,,,,,,
,,Tracking: Time the entire round and try to beat your total time while keeping score.,,,,,,,,,,,,,,,,,
,,"Tip: Focus on deep, rhythmic nasal breathing while running up to your disc so your shoulders remain relaxed for the next throw.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Beach Volleyball High-Tempo Sand Footwork & Spike Drills,"Warm-up (5 mins): High knees in sand, lateral line jumps, arm warm-ups. (1 volleyball.)",Setup: 1 volleyball.,Time-Bound,Functional Fitness,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,"3-Point Approach Jump Repeats (6 mins): Start at back line, execute a 3-step explosive jump approach to the net, jump max height, mimic spike, land soft, backpedal fast to start line. Repeat 10 times.",,,,,,,,,,,,,,,,,
,,"Sand Block-to-Dig Transitions (6 mins): Jump to block at net, drop down, backpedal 3 meters, drop into sand dig position, pop up, sprint forward to block at net again. 45s work / 15s rest (6 rounds).",,,,,,,,,,,,,,,,,
,,"Shuttle Tosses (8 mins): Toss ball high into air, dive/sprawl onto sand to touch ball before it bounces twice, pop up rapidly, toss again.",,,,,,,,,,,,,,,,,
,,Tip: Drive through the balls of your feet when jumping in sand-do not let your heels dig deep into the surface before launching.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Outdoor Tree-Hanging Heavy Bag Striking,"Warm-up (5 mins): Light footwork around bag, shadowboxing, jab-cross probing. (Hang a 30-50kg heavy bag or strike pad securely from a tree branch. Wrap hand wraps/gloves.)",Setup: Hang a 30-50kg heavy bag or strike pad securely from a tree branch. Wrap hand wraps/gloves.,Time-Bound,Functional Fitness,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 5 rounds x 3 minutes work (1 minute rest between):,,,,,,,,,,,,,,,,,
,,Round 1 (Power & Volume): Non-stop 1-2 punch combinations with active lateral footwork around the bag.,,,,,,,,,,,,,,,,,
,,Round 2 (Kick/Knee Overload): Alternate heavy roundhouse kicks or push-kicks combined with rapid knees to bag body.,,,,,,,,,,,,,,,,,
,,"Round 3 (In-Fighting): Stay close to bag; deliver hooks, uppercuts, and elbow strikes while driving shoulder into bag to control momentum.",,,,,,,,,,,,,,,,,
,,Round 4 (Interval Bursts): 10-second maximum speed punch blitz followed by 5 seconds holding heavy bag static in clinch position. Repeat 12 times.,,,,,,,,,,,,,,,,,
,,Round 5 (Freestyle Flow): Combine all strikes with head movement and slipping around the moving bag.,,,,,,,,,,,,,,,,,
,,Tip: Circle in both directions around the bag to avoid pivoting on the same foot continuously.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Staircase Sandbag Carry Repeats,"Warm-up (5 mins): Bodyweight stair climbs, dynamic quad and hamstring stretches on flat ground. (Carry a 10-20kg sandbag, heavy water jug, or weighted pack.)","Setup: Carry a 10-20kg sandbag, heavy water jug, or weighted pack.",Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,Bear-Hug Carry Stair Ascents (5 mins): Hug weight to chest; power up stairs taking two steps at a time. Walk down slowly for recovery.,,,,,,,,,,,,,,,,,
,,Shoulder-Loaded Step Sprints (5 mins): Load weight over right shoulder; rapidly hit every single stair on the way up. Walk down. Swap shoulders next rep.,,,,,,,,,,,,,,,,,
,,"Stair Squat Jumps (5 mins): Place weight on back or hold at chest. Perform explosive two-footed jumps up 2 stairs at a time for 10 steps, then sprint remaining stairs. Walk down.",,,,,,,,,,,,,,,,,
,,"Farmer’s Walk Finishers (5 mins): Hold weight down at side with one hand (suitcase hold); walk up stairs maintaining upright posture. Swap sides at top, walk down.",,,,,,,,,,,,,,,,,
,,"Tip: Keep chest high and eyes looking slightly forward, not straight down at your feet, to maintain open airways.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Longboard / Cruiser Pumping & Downhill Carving,"Warm-up (5 mins): Dynamic ankle rotations, light pushing stride, torso twists. (Longboard or cruiser skateboard with loose, responsive trucks.)","Setup: Longboard or cruiser skateboard with loose, responsive trucks.",Time-Bound,Sprints & Agility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,MAIN EXERCISE ROUTINE:,,,,,,,,,,,,,,,,,
,,Main Workout (20 mins):,,,,,,,,,,,,,,,,,
,,"Pumping Acceleration Intervals (10 mins): Without putting a foot on the ground to push, generate forward speed purely through upper-body rotation and board carving (pumping). Pump hard for 45 seconds, coast for 15 seconds. Repeat 10 times.",,,,,,,,,,,,,,,,,
,,"Uphill Foot-Push Sprint (5 mins): Find a low-gradient incline. Sprint-push up the hill for 30 seconds at max effort, turn around, and carve down safely. Repeat 5 times.",,,,,,,,,,,,,,,,,
,,Carving Slalom (5 mins): Set up deep toe-to-heel edge carving patterns across the width of a wide path to build balance and leg stabilizer endurance.,,,,,,,,,,,,,,,,,
,,Tip: Drive the pump initiative from your shoulders and core-the board follows where your head and chest turn.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce tempo and impact: Perform all movements at 50% intensity.,,,,,,,,,,,,,,,,,
,,"2. Work for 20 seconds, rest for 40 seconds between exercises.",,,,,,,,,,,,,,,,,
,,3. Take extended 2-minute rest breaks between sets as needed for 30 minutes total.,,,,,,,,,,,,,,,,,
Weighted Vest Urban Hill Power Walk,,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,"Omit the vest. Walk briskly on flat or gentle inclines, focusing on a 15-minute quick pace, building up duration over time.",,,,,,,,,,,,,,,,,
"Kettlebell ""Clean & Carry"" Park Loop",,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,"Use a 6-8kg kettlebell or a dumbbell. Walk 30 meters with the weight in two hands at chest height, resting 30 seconds between sets.",,,,,,,,,,,,,,,,,
"Outdoor Power Yoga ""Vinyasa Flow & Sprint""",,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,"Perform a traditional slow Vinyasa flow on grass with knees dropped during plank/Chaturanga, replacing the sprint with a 30-second brisk walk.",,,,,,,,,,,,,,,,,
Outdoor Pilates Core & Plyo Mat Blast,,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
