activity_id,activity_title,instruction,activity_type,category,subcategory,duration,difficulty,cost,location,age_range,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match
ACT-000061,Standing Hamstring Stretch,"Stand with feet hip-width apart, slowly reach for your toes, and hold the stretch for 20 seconds. Feel the gentle pull along the back of your legs.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,12 to 90,Yes,"Simple, clear instructions with a calming effect; no need for equipment or complex sequences.","['Touch', 'Movement']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000062,Seated Leg Lifts for Core Engagement,"Sit at the edge of a chair with your back straight and feet flat on the floor. Lift one leg until it's parallel to the ground, hold for a moment, then lower it back down. Repeat with the other leg for 5-10 reps on each side.",Micro,Fitness & Exercise,Core Strength,10 min,Tier-1,Free,Indoor,16 to 80,Yes,"Simple, repetitive motion with minimal distractions; can be done seated, which may feel more secure.",['Movement'],Solo,Low,"['Focus', 'Energising']","['Neutral', 'Boredom', 'Anxiety']"
ACT-000063,Light Jog in Place,Spend 10 minutes doing a light jog in place or around your living room to increase your heart rate.,Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",20 min,Tier-1,Free,Indoor,16 to 80,Yes,"Simple and repetitive movement, can be done at your own pace, minimal sensory input","['Movement', 'Sound']",Solo,Medium,['Energising'],"['Neutral', 'Boredom', 'Low']"
ACT-000064,Walk up and down stairs for a quick energy boost,Find a flight of stairs and walk up and down 5 times at a comfortable pace to get your blood flowing and energize your legs.,Micro,Physical Activity,Quick Workouts,10 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Simple and repetitive, no special equipment needed, can be done at your own pace",['Movement'],Solo,Medium,['Energising'],"['Boredom', 'Low', 'Neutral', 'Anxiety']"
ACT-000065,Deep Breathing with Shoulder Rolls,"Sit comfortably, inhale deeply through your nose, and as you exhale, gently roll your shoulders forward and then backward. Repeat for 5 minutes, noticing the release of tension.",Micro,Tactile & Sensory,"Grounding, Sensory Play",10 min,Tier-1,Free,Indoor,12 to 90,Yes,"Simple, repetitive movements with a focus on breath can be soothing and grounding.","['Touch', 'Movement']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000066,Attempt a balance pose like tree pose,"Tree pose involves standing on one leg while the other foot rests on the inner thigh or calf of the standing leg. Hold for one minute on each side, focusing on a point in front of you to help maintain balance.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-2,Free,Indoor,16 to 80,Yes,"Simple and repetitive, can be done at own pace, helps with focus and grounding","['Movement', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000067,Practice mindful breathing and movement with a sun salutation sequence,"Sun salutations are a flowing sequence of yoga poses done in rhythm with your breath. Start standing, raise your arms overhead, fold forward, step back into a plank, and flow through to a gentle backbend - repeat 5 times and notice how your body warms up.",Time-Bound,Wellness,Mindfulness & Movement,20 min,Tier-1,Free,Indoor,14 to 80,Yes,"Simple, repetitive movements with a focus on breath, can be done at your own pace, calming and grounding","['Movement', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Anxiety', 'Overwhelmed', 'Peaceful', 'Low']"
ACT-000068,Perform a warrior sequence focusing on strength and stability,"Warrior poses are yoga postures that build strength and stability. Start with Warrior I: step one foot forward, bend the knee, and raise your arms overhead. Transition to Warrior II by opening your arms wide and turning your head to face the front hand. Finish with Warrior III by leaning forward, lifting your back leg, and extending your arms forward. Hold each pose for 5 breaths.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",20 min,Tier-2,Free,Outdoor,16 to 80,Yes,"Clear structure, grounding physical activity, focus on breath and balance","['Movement', 'Sight']",Solo,Medium,"['Focus', 'Energising']","['Anxiety', 'Overwhelmed', 'Peaceful', 'Good']"
ACT-000069,10-minute guided savasana with eye pillows,"Savasana is a restful yoga pose for deep relaxation. Lie on your back, place an eye pillow over your eyes, and listen to a 10-minute guided meditation to unwind completely.",Time-Bound,Creative Arts,"Drawing, Painting",20 min,Tier-1,Free,Indoor,16 to 80,Yes,"Predictable routine, minimal sensory input, promotes relaxation","['Touch', 'Sound']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000070,Challenge yourself with a crow pose,"Crow pose is a balancing yoga posture where you squat, place your hands on the ground, and lift your feet off the floor, balancing on your arms. Start by squatting, place your palms flat on the ground shoulder-width apart, bend your elbows, and slowly shift your weight forward to lift your feet off the ground. Hold for as long as comfortable.",Micro,Tactile & Sensory,"Grounding, Sensory Play",10 min,Tier-3,Free,Indoor,16 to 60,Partial,"Requires focus and balance, may be challenging for those with proprioceptive difficulties","['Touch', 'Movement']",Solo,High,"['Focus', 'Energising']","['Anxiety', 'Overwhelmed', 'Excited']"
ACT-000071,Seated Meditation and Lotus Pose,"Find a quiet spot, sit comfortably, and close your eyes for a 5-minute meditation. Focus on your breath, then gently move into a simple lotus pose by crossing your legs and resting your hands on your knees.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,12 to 90,Yes,"Simple, calming activity with minimal sensory input and no time pressure","['Touch', 'Sound']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000072,Explore Your Limits with a Gentle Backbend,"Lie on your back with your knees bent and feet flat on the ground. Press your feet into the floor, lift your hips towards the sky, and hold the bridge pose for 30 seconds, breathing deeply.",Micro,Mind & Body,Yoga,10 min,Tier-1,Free,Indoor,16 to 80,Yes,"Simple pose with clear instructions, encourages body awareness and deep breathing, no time pressure","['Touch', 'Movement']",Solo,Low,"['Calming', 'Focus']","['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000073,Perform a 20-minute yoga nidra session,"Yoga nidra is a guided meditation practice done lying down. Lie on your back with a blanket for warmth, close your eyes, and follow a guided session to relax your body and mind.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",20 min,Tier-1,Free,Indoor,16 to 80,Yes,"Structured guidance, minimal sensory input, promotes relaxation, no physical exertion","['Touch', 'Sound']",Solo,Low,['Calming'],"['Anxiety', 'Overwhelmed', 'Peaceful']"
ACT-000074,Candle-Gazing Meditation with Mountain Pose,"Mountain pose is a standing yoga posture that promotes stability and grounding. Light a candle, place it at eye level, stand with feet hip-width apart, arms by your sides, and gaze softly at the flame for 5-10 minutes, focusing on your breath.",Time-Bound,Creative Arts,"Drawing, Painting",20 min,Tier-1,Free,Indoor,16 to 80,Yes,"Simple, repetitive focus with minimal sensory input, grounding posture","['Sight', 'Movement']",Solo,Low,"['Calming', 'Focus']","['Anxiety', 'Overwhelmed', 'Peaceful', 'Boredom']"
ACT-000075,Prepare homemade granola bars,"Mix 2 cups of rolled oats, 1 cup of mixed nuts, 1/2 cup of honey, and 1/2 cup of dried fruits. Press into a lined baking dish and bake at 350°F for 20 minutes. Let cool, then cut into bars.",Time-Bound,Tactile & Sensory,"Grounding, Sensory Play",40 min,Tier-1,Low,Indoor,12 to 80,Yes,"Simple recipe with room for creativity, tactile engagement with ingredients, and a rewarding outcome","['Touch', 'Smell']",Optional Group,Medium,"['Calming', 'Focus']","['Neutral', 'Boredom', 'Peaceful', 'Good']"
ACT-000076,Organize a family taco night,"Set up a taco bar with tortillas, cooked protein, beans, cheese, lettuce, salsa, and any other toppings you like. Let everyone build their own tacos and enjoy a fun meal together.",Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-1,Low,Indoor,5 to 80,Yes,"Flexible participation, sensory variety, social engagement at own pace","['Touch', 'Sight', 'Smell']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Peaceful']"
ACT-000077,Bake a classic loaf of banana bread,"Mash 3 ripe bananas in a bowl, mix with 1/2 cup melted butter, 1 cup sugar, 1 beaten egg, 1 teaspoon vanilla, 1 teaspoon baking soda, a pinch of salt, and 1 1/2 cups of flour. Pour into a greased loaf pan and bake at 350°F (175°C) for 50-60 minutes. Add nuts if desired.",Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-1,Low,Indoor,14 to 80,Yes,"Simple, repetitive steps with a rewarding outcome, pleasant smells, and tactile engagement","['Touch', 'Smell']",Optional Group,Medium,"['Social Connection', 'Calming']","['Good', 'Peaceful', 'Boredom', 'Anxiety']"
ACT-000078,Make fresh pasta from scratch,"Mix 2 cups of flour with 3 large eggs, knead the dough for 10 minutes until smooth, then roll it out and cut into your favorite pasta shape.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",60 min,Tier-2,Low,Indoor,16 to 80,Yes,"Structured process, tactile engagement, repetitive motion can be soothing","['Touch', 'Sight', 'Smell']",Optional Group,Medium,"['Focus', 'Calming']","['Boredom', 'Anxiety', 'Neutral', 'Peaceful']"
ACT-000079,Host a potluck picnic in your backyard,"Invite family members to a backyard picnic, asking each to bring a dish to share. Set up a cozy area with blankets and enjoy the variety of flavors and company.",Time-Bound,Creative Arts,"Drawing, Painting",3 hrs,Tier-1,Low,Outdoor,10 to 80,Yes,"Flexible social setting, opportunity for sensory breaks, familiar environment","['Sight', 'Smell', 'Touch']",Group 2-10,Medium,"['Social Connection', 'Energising']","['Happy', 'Excited', 'Good', 'Peaceful']"
ACT-000080,Prepare a hearty vegetable soup using seasonal produce,"Visit a local farmers' market to select fresh, seasonal vegetables. Chop them into bite-sized pieces and simmer in a pot with vegetable broth, herbs, and spices for 30-40 minutes. Enjoy the aroma and warmth as the flavors meld together.",Time-Bound,Tactile & Sensory,"Grounding, Sensory Play",60 min,Tier-2,Low,Indoor,16 to 80,Yes,"Involves predictable steps, engaging sensory experience with smells and textures, and a calming repetitive process.","['Touch', 'Smell', 'Sight']",Optional Group,Medium,"['Calming', 'Social Connection']","['Peaceful', 'Good', 'Anxiety', 'Overwhelmed']"
ACT-000081,Attempt a new dessert recipe like chocolate mousse,"Whip 1 cup of heavy cream until soft peaks form, melt 1 cup of dark chocolate, fold together gently, and chill for 2 hours. Enjoy the rich, creamy texture and taste.",Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-2,Low,Indoor,16 to 80,Partial,"Structured steps, tactile engagement, and sensory satisfaction from taste and smell","['Touch', 'Smell', 'Sight']",Optional Group,Medium,"['Focus', 'Calming']","['Boredom', 'Anxiety', 'Neutral', 'Good']"
ACT-000082,Create a versatile flatbread with herbs and spices,"Mix 2 cups of flour, 1 cup of water, and a pinch of salt to form a dough. Roll it out, sprinkle with your choice of herbs and spices, and cook on a hot skillet for 2-3 minutes on each side until golden.",Time-Bound,Baking & Cooking,"Baking, Cooking",40 min,Tier-1,Low,Indoor,12 to 80,Yes,"Simple recipe with room for creativity, tactile engagement with dough, and soothing repetitive actions","['Touch', 'Smell']",Solo,Low,"['Calming', 'Focus']","['Boredom', 'Anxiety', 'Peaceful', 'Neutral']"
ACT-000083,Bake and decorate sugar cookies on a rainy day,"Mix 2 cups of flour, 1 cup of sugar, 1/2 cup of butter, 1 egg, and a pinch of salt to form a dough. Roll out and cut into shapes. Bake at 350°F for 10-12 minutes. Once cooled, decorate with icing and sprinkles.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-1,Low,Indoor,5 to 80,Yes,"Involves tactile engagement, creative expression, and can be done at a comfortable pace","['Touch', 'Sight', 'Smell']",Group 2-10,Medium,"['Social Connection', 'Calming']","['Happy', 'Peaceful', 'Boredom']"
ACT-000084,Challenge yourself with a new bread recipe,"Sourdough is a type of bread that uses a natural fermentation process. Mix 500g flour, 350ml water, 100g sourdough starter, and 10g salt. Let it rise for 12-24 hours, shape, and bake at 450°F for 30-35 minutes.",Long-Term,Creative Arts,Culinary Arts,Multi-day,Tier-2,Low,Indoor,16 to 80,Partial,"Involves waiting periods, which can be calming; tactile engagement with dough","['Touch', 'Smell']",Solo,Low,"['Calming', 'Focus']","['Anxiety', 'Overwhelmed', 'Peaceful', 'Boredom']"
ACT-000085,Identify and Sketch Tree Leaves,"Take a walk in your local park and find five different tree species. Sketch their leaves in a notebook, noting the unique shapes and textures.",Time-Bound,Tactile & Sensory,"Grounding, Sensory Play",40 min,Tier-1,Free,Outdoor,12 to 80,Yes,"Engages multiple senses, flexible timing, encourages focus on detail, calming outdoor environment","['Touch', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Boredom', 'Anxiety']"
ACT-000086,Birdwatching Adventure,"Find a quiet spot outdoors, bring a notebook and pen, and spend an hour observing birds. Note down different species you see and their behaviors, like how they interact with each other or their environment.",Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-1,Free,Outdoor,12 to 80,Yes,"Flexible time, calming nature sounds, focus on one task at a time","['Sight', 'Sound']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Anxiety', 'Boredom', 'Overwhelmed']"
ACT-000087,Explore a Nature Trail and Document Wildlife,"Find a local nature trail and take a leisurely walk, jotting down any wildlife or unique plants you encounter. Bring a notebook and pen to capture your observations.",Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-1,Free,Outdoor,12 to 80,Yes,"Flexible timing, soothing natural environment, encourages focus and mindfulness","['Sight', 'Sound']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Boredom', 'Anxiety']"
ACT-000088,Morning walk to collect fallen leaves,"Take a morning walk through your neighborhood, gathering colorful fallen leaves to create a scrapbook at home.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",40 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Simple, repetitive activity with gentle sensory input and no time constraints","['Sight', 'Touch']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Anxiety', 'Boredom', 'Overwhelmed']"
ACT-000089,Arrange a neighborhood clean-up walk,"Gather a group of friends or neighbors, grab some gloves and trash bags, and walk through your neighborhood collecting litter for recycling or disposal. Enjoy the fresh air and a cleaner community.",Time-Bound,Creative Arts,"Drawing, Painting",3 hrs,Tier-1,Free,Outdoor,10 to 80,Yes,"Structured activity with clear goals, promotes social interaction and physical movement, adaptable to individual needs","['Sight', 'Movement']",Group 2-10,Medium,"['Social Connection', 'Energising']","['Good', 'Peaceful', 'Boredom', 'Anxiety']"
